movieYear,gross,budget,imdbScore,profit,genres
2015,350034110,190000000,7.2,160034110,Thriller
2015,47375327,176000000,5.4,-128624673,Action
2015,47375327,176000000,5.4,-128624673,Adventure
2015,47375327,176000000,5.4,-128624673,Sci-Fi
2015,356454367,175000000,8.3,181454367,Adventure
2015,356454367,175000000,8.3,181454367,Animation
2015,356454367,175000000,8.3,181454367,Comedy
2015,356454367,175000000,8.3,181454367,Drama
2015,356454367,175000000,8.3,181454367,Family
2015,356454367,175000000,8.3,181454367,Fantasy
2015,93417865,190000000,6.5,-96582135,Action
2015,93417865,190000000,6.5,-96582135,Adventure
2015,93417865,190000000,6.5,-96582135,Family
2015,93417865,190000000,6.5,-96582135,Mystery
2015,93417865,190000000,6.5,-96582135,Sci-Fi
2015,281666058,160000000,6.6,121666058,Adventure
2015,281666058,160000000,6.6,121666058,Sci-Fi
2015,89732035,155000000,6.6,-65267965,Action
2015,89732035,155000000,6.6,-65267965,Adventure
2015,89732035,155000000,6.6,-65267965,Sci-Fi
2015,153629485,150000000,8.1,3629485,Action
2015,153629485,150000000,8.1,3629485,Adventure
2015,153629485,150000000,8.1,3629485,Sci-Fi
2015,153629485,150000000,8.1,3629485,Thriller
2015,195000874,150000000,7.4,45000874,Action
2015,195000874,150000000,7.4,45000874,Adventure
2015,195000874,150000000,7.4,45000874,Thriller
2015,34964818,150000000,5.8,-115035182,Adventure
2015,34964818,150000000,5.8,-115035182,Family
2015,34964818,150000000,5.8,-115035182,Fantasy
2015,183635922,135000000,8.1,48635922,Adventure
2015,183635922,135000000,8.1,48635922,Drama
2015,183635922,135000000,8.1,48635922,Thriller
2015,183635922,135000000,8.1,48635922,Western
2015,180191634,130000000,7.4,50191634,Action
2015,180191634,130000000,7.4,50191634,Adventure
2015,180191634,130000000,7.4,50191634,Comedy
2015,180191634,130000000,7.4,50191634,Sci-Fi
2015,177343675,135000000,6.7,42343675,Adventure
2015,177343675,135000000,6.7,42343675,Animation
2015,177343675,135000000,6.7,42343675,Comedy
2015,177343675,135000000,6.7,42343675,Family
2015,177343675,135000000,6.7,42343675,Fantasy
2015,177343675,135000000,6.7,42343675,Sci-Fi
2015,56114221,120000000,4.3,-63885779,Action
2015,56114221,120000000,4.3,-63885779,Adventure
2015,56114221,120000000,4.3,-63885779,Sci-Fi
2015,155181732,110000000,6.1,45181732,Action
2015,155181732,110000000,6.1,45181732,Adventure
2015,155181732,110000000,6.1,45181732,Drama
2015,155181732,110000000,6.1,45181732,Thriller
2015,129995817,110000000,6.3,19995817,Adventure
2015,129995817,110000000,6.3,19995817,Sci-Fi
2015,129995817,110000000,6.3,19995817,Thriller
2015,228430993,108000000,8.1,120430993,Adventure
2015,228430993,108000000,8.1,120430993,Drama
2015,228430993,108000000,8.1,120430993,Sci-Fi
2015,34964818,150000000,5.8,-115035182,Adventure
2015,34964818,150000000,5.8,-115035182,Family
2015,34964818,150000000,5.8,-115035182,Fantasy
2015,28772222,105000000,5.3,-76227778,Action
2015,28772222,105000000,5.3,-76227778,Crime
2015,28772222,105000000,5.3,-76227778,Sport
2015,28772222,105000000,5.3,-76227778,Thriller
2015,24985612,100000000,7,-75014388,Action
2015,24985612,100000000,7,-75014388,Adventure
2015,24985612,100000000,7,-75014388,Biography
2015,24985612,100000000,7,-75014388,Drama
2015,24985612,100000000,7,-75014388,History
2015,24985612,100000000,7,-75014388,Thriller
2015,130174897,99000000,7.2,31174897,Adventure
2015,130174897,99000000,7.2,31174897,Animation
2015,130174897,99000000,7.2,31174897,Comedy
2015,130174897,99000000,7.2,31174897,Family
2015,201148159,95000000,7,106148159,Drama
2015,201148159,95000000,7,106148159,Family
2015,201148159,95000000,7,106148159,Fantasy
2015,201148159,95000000,7,106148159,Romance
2015,85884815,90000000,5,-4115185,Adventure
2015,85884815,90000000,5,-4115185,Animation
2015,85884815,90000000,5,-4115185,Comedy
2015,85884815,90000000,5,-4115185,Family
2015,85884815,90000000,5,-4115185,Fantasy
2015,85884815,90000000,5,-4115185,Music
2015,78747585,88000000,5.6,-9252415,Action
2015,78747585,88000000,5.6,-9252415,Animation
2015,78747585,88000000,5.6,-9252415,Comedy
2015,78747585,88000000,5.6,-9252415,Sci-Fi
2015,56114221,120000000,4.3,-63885779,Action
2015,56114221,120000000,4.3,-63885779,Adventure
2015,56114221,120000000,4.3,-63885779,Sci-Fi
2015,169692572,80000000,6.7,89692572,Animation
2015,169692572,80000000,6.7,89692572,Comedy
2015,169692572,80000000,6.7,89692572,Family
2015,169692572,80000000,6.7,89692572,Fantasy
2015,27356090,90000000,6,-62643910,Action
2015,27356090,90000000,6,-62643910,Adventure
2015,27356090,90000000,6,-62643910,Fantasy
2015,1339152,81200000,7.8,-79860848,Adventure
2015,1339152,81200000,7.8,-79860848,Animation
2015,1339152,81200000,7.8,-79860848,Drama
2015,1339152,81200000,7.8,-79860848,Family
2015,1339152,81200000,7.8,-79860848,Fantasy
2015,45434443,75000000,7.3,-29565557,Action
2015,45434443,75000000,7.3,-29565557,Adventure
2015,45434443,75000000,7.3,-29565557,Comedy
2015,336029560,74000000,6.4,262029560,Action
2015,336029560,74000000,6.4,262029560,Animation
2015,336029560,74000000,6.4,262029560,Comedy
2015,336029560,74000000,6.4,262029560,Family
2015,336029560,74000000,6.4,262029560,Sci-Fi
2015,162495848,74000000,6,88495848,Adventure
2015,162495848,74000000,6,88495848,Animation
2015,162495848,74000000,6,88495848,Comedy
2015,162495848,74000000,6,88495848,Family
2015,162495848,74000000,6,88495848,Fantasy
2015,7097125,70000000,5.4,-62902875,Action
2015,7097125,70000000,5.4,-62902875,Crime
2015,7097125,70000000,5.4,-62902875,Drama
2015,7097125,70000000,5.4,-62902875,Mystery
2015,7097125,70000000,5.4,-62902875,Thriller
2015,81257500,68000000,6.4,13257500,Comedy
2015,53846915,50100000,6.6,3746915,Comedy
2015,53846915,50100000,6.6,3746915,Crime
2015,53846915,50100000,6.6,3746915,Drama
2015,53846915,50100000,6.6,3746915,Romance
2015,43247140,55000000,7.1,-11752860,Adventure
2015,43247140,55000000,7.1,-11752860,Biography
2015,43247140,55000000,7.1,-11752860,Drama
2015,43247140,55000000,7.1,-11752860,History
2015,43247140,55000000,7.1,-11752860,Sport
2015,43247140,55000000,7.1,-11752860,Thriller
2015,72413,65000000,6.1,-64927587,Action
2015,72413,65000000,6.1,-64927587,Adventure
2015,72413,65000000,6.1,-64927587,Drama
2015,72413,65000000,6.1,-64927587,History
2015,54116191,44000000,7.9,10116191,Crime
2015,54116191,44000000,7.9,10116191,Drama
2015,54116191,44000000,7.9,10116191,Mystery
2015,54116191,44000000,7.9,10116191,Thriller
2015,54116191,44000000,7.9,10116191,Western
2015,81687587,61000000,6.4,20687587,Action
2015,81687587,61000000,6.4,20687587,Sci-Fi
2015,81687587,61000000,6.4,20687587,Thriller
2015,56443482,60000000,6.6,-3556518,Biography
2015,56443482,60000000,6.6,-3556518,Comedy
2015,56443482,60000000,6.6,-3556518,Drama
2015,7605668,60000000,5.5,-52394332,Action
2015,7605668,60000000,5.5,-52394332,Comedy
2015,7605668,60000000,5.5,-52394332,Mystery
2015,7605668,60000000,5.5,-52394332,Romance
2015,80021740,58000000,6.4,22021740,Adventure
2015,80021740,58000000,6.4,22021740,Comedy
2015,80021740,58000000,6.4,22021740,Family
2015,80021740,58000000,6.4,22021740,Fantasy
2015,80021740,58000000,6.4,22021740,Horror
2015,62563543,53000000,7,9563543,Biography
2015,62563543,53000000,7,9563543,Crime
2015,62563543,53000000,7,9563543,Drama
2015,150315155,50000000,6.1,100315155,Comedy
2015,150315155,50000000,6.1,100315155,Family
2015,26442251,50000000,6.6,-23557749,Action
2015,26442251,50000000,6.6,-23557749,Crime
2015,26442251,50000000,6.6,-23557749,Drama
2015,26442251,50000000,6.6,-23557749,Thriller
2015,31569268,49000000,6.9,-17430732,Action
2015,31569268,49000000,6.9,-17430732,Crime
2015,31569268,49000000,6.9,-17430732,Drama
2015,31569268,49000000,6.9,-17430732,Sci-Fi
2015,31569268,49000000,6.9,-17430732,Thriller
2015,1206135,50000000,6.4,-48793865,Crime
2015,1206135,50000000,6.4,-48793865,Drama
2015,1206135,50000000,6.4,-48793865,Thriller
2015,5773519,40000000,6,-34226481,Drama
2015,5773519,40000000,6,-34226481,Horror
2015,5773519,40000000,6,-34226481,Sci-Fi
2015,5773519,40000000,6,-34226481,Thriller
2015,166147885,40000000,4.1,126147885,Drama
2015,166147885,40000000,4.1,126147885,Romance
2015,90353764,40000000,6,50353764,Comedy
2015,90353764,40000000,6,50353764,Crime
2015,75274748,35000000,7.2,40274748,Comedy
2015,75274748,35000000,7.2,40274748,Drama
2015,72306065,40000000,7.6,32306065,Drama
2015,72306065,40000000,7.6,32306065,History
2015,72306065,40000000,7.6,32306065,Thriller
2015,5773519,40000000,6,-34226481,Drama
2015,5773519,40000000,6,-34226481,Horror
2015,5773519,40000000,6,-34226481,Sci-Fi
2015,5773519,40000000,6,-34226481,Thriller
2015,10640645,40000000,5.8,-29359355,Action
2015,10640645,40000000,5.8,-29359355,Crime
2015,10640645,40000000,5.8,-29359355,Drama
2015,10640645,40000000,5.8,-29359355,Mystery
2015,10640645,40000000,5.8,-29359355,Thriller
2015,6498000,18026148,8.4,-11528148,Action
2015,6498000,18026148,8.4,-11528148,Adventure
2015,6498000,18026148,8.4,-11528148,Drama
2015,6498000,18026148,8.4,-11528148,Fantasy
2015,6498000,18026148,8.4,-11528148,War
2015,71038190,30000000,4.4,41038190,Action
2015,71038190,30000000,4.4,41038190,Comedy
2015,71038190,30000000,4.4,41038190,Crime
2015,109712885,35000000,7.7,74712885,Drama
2015,109712885,35000000,7.7,74712885,Sport
2015,20991497,37000000,5.4,-16008503,Comedy
2015,20991497,37000000,5.4,-16008503,Drama
2015,20991497,37000000,5.4,-16008503,Romance
2015,2126511,36000000,7.2,-33873489,Action
2015,2126511,36000000,7.2,-33873489,Biography
2015,2126511,36000000,7.2,-33873489,Drama
2015,2126511,36000000,7.2,-33873489,History
2015,110008260,35000000,6.3,75008260,Comedy
2015,110008260,35000000,6.3,75008260,Romance
2015,34531832,35000000,7.1,-468168,Biography
2015,34531832,35000000,7.1,-468168,Drama
2015,34531832,35000000,7.1,-468168,Sport
2015,34507079,35000000,5.1,-492921,Action
2015,34507079,35000000,5.1,-492921,Comedy
2015,34507079,35000000,5.1,-492921,Crime
2015,10137502,35000000,7.4,-24862498,Adventure
2015,10137502,35000000,7.4,-24862498,Biography
2015,10137502,35000000,7.4,-24862498,Drama
2015,10137502,35000000,7.4,-24862498,Thriller
2015,10214013,35000000,5.4,-24785987,Comedy
2015,37432299,34000000,7.1,3432299,Drama
2015,37432299,34000000,7.1,3432299,Romance
2015,58879132,31000000,6.1,27879132,Adventure
2015,58879132,31000000,6.1,27879132,Comedy
2015,46875468,30000000,7.6,16875468,Action
2015,46875468,30000000,7.6,16875468,Crime
2015,46875468,30000000,7.6,16875468,Drama
2015,46875468,30000000,7.6,16875468,Mystery
2015,46875468,30000000,7.6,16875468,Thriller
2015,52418902,30000000,7.5,22418902,Drama
2015,52418902,30000000,7.5,22418902,Sport
2015,42478175,25000000,7.2,17478175,Drama
2015,42478175,25000000,7.2,17478175,Fantasy
2015,42478175,25000000,7.2,17478175,Romance
2015,183436380,29000000,6.5,154436380,Comedy
2015,183436380,29000000,6.5,154436380,Music
2015,161029270,28000000,7.9,133029270,Biography
2015,161029270,28000000,7.9,133029270,Crime
2015,161029270,28000000,7.9,133029270,Drama
2015,161029270,28000000,7.9,133029270,History
2015,161029270,28000000,7.9,133029270,Music
2015,70235322,28000000,7.8,42235322,Biography
2015,70235322,28000000,7.8,42235322,Comedy
2015,70235322,28000000,7.8,42235322,Drama
2015,70235322,28000000,7.8,42235322,History
2015,6998324,28000000,6.1,-21001676,Comedy
2015,6998324,28000000,6.1,-21001676,Drama
2015,12276810,26000000,6.5,-13723190,Action
2015,12276810,26000000,6.5,-13723190,Mystery
2015,12276810,26000000,6.5,-13723190,Sci-Fi
2015,12276810,26000000,6.5,-13723190,Thriller
2015,1865774,30000000,7,-28134226,Biography
2015,1865774,30000000,7,-28134226,Crime
2015,1865774,30000000,7,-28134226,Drama
2015,1865774,30000000,7,-28134226,History
2015,1865774,30000000,7,-28134226,Thriller
2015,12188642,26000000,6.9,-13811358,Biography
2015,12188642,26000000,6.9,-13811358,Drama
2015,12188642,26000000,6.9,-13811358,History
2015,28772222,105000000,5.3,-76227778,Action
2015,28772222,105000000,5.3,-76227778,Crime
2015,28772222,105000000,5.3,-76227778,Sport
2015,28772222,105000000,5.3,-76227778,Thriller
2015,5773519,40000000,6,-34226481,Drama
2015,5773519,40000000,6,-34226481,Horror
2015,5773519,40000000,6,-34226481,Sci-Fi
2015,5773519,40000000,6,-34226481,Thriller
2015,16027866,25000000,5.1,-8972134,Action
2015,16027866,25000000,5.1,-8972134,Crime
2015,16027866,25000000,5.1,-8972134,Thriller
2015,42652003,20000000,6.8,22652003,Adventure
2015,42652003,20000000,6.8,22652003,Family
2015,44988180,20000000,8.1,24988180,Biography
2015,44988180,20000000,8.1,24988180,Crime
2015,44988180,20000000,8.1,24988180,Drama
2015,44988180,20000000,8.1,24988180,History
2015,13650738,20000000,6.6,-6349262,Comedy
2015,13650738,20000000,6.6,-6349262,Drama
2015,6420319,20000000,7.4,-13579681,Drama
2015,6420319,20000000,7.4,-13579681,War
2015,2246000,20000000,7,-17754000,Biography
2015,2246000,20000000,7,-17754000,Drama
2015,2246000,20000000,7,-17754000,Sport
2015,531009,10000000,5.3,-9468991,Drama
2015,531009,10000000,5.3,-9468991,Romance
2015,26284475,17000000,5.7,9284475,Comedy
2015,17750583,30000000,7.2,-12249417,Biography
2015,17750583,30000000,7.2,-12249417,Drama
2015,44469602,17000000,7.4,27469602,Biography
2015,44469602,17000000,7.4,27469602,Drama
2015,44469602,17000000,7.4,27469602,Sport
2015,42592530,15000000,6.2,27592530,Comedy
2015,42592530,15000000,6.2,27592530,Fantasy
2015,42592530,15000000,6.2,27592530,Horror
2015,20991497,37000000,5.4,-16008503,Comedy
2015,20991497,37000000,5.4,-16008503,Drama
2015,20991497,37000000,5.4,-16008503,Romance
2015,613556,15000000,6.4,-14386444,Action
2015,613556,15000000,6.4,-14386444,Drama
2015,66009973,14800000,5.7,51209973,Comedy
2015,66009973,14800000,5.7,51209973,Drama
2015,66009973,14800000,5.7,51209973,Music
2015,12282677,14000000,5.1,-1717323,Comedy
2015,12282677,14000000,5.1,-1717323,Sci-Fi
2015,25440971,15000000,7.7,10440971,Drama
2015,25440971,15000000,7.7,10440971,Mystery
2015,25440971,15000000,7.7,10440971,Sci-Fi
2015,25440971,15000000,7.7,10440971,Thriller
2015,14677654,13000000,8.3,1677654,Drama
2015,1712111,8495000,4.5,-6782889,Horror
2015,1712111,8495000,4.5,-6782889,Thriller
2015,31990064,12000000,6.4,19990064,Drama
2015,31990064,12000000,6.4,19990064,Mystery
2015,31990064,12000000,6.4,19990064,Romance
2015,22331028,12000000,6.4,10331028,Sci-Fi
2015,22331028,12000000,6.4,10331028,Thriller
2015,177343675,135000000,6.7,42343675,Adventure
2015,177343675,135000000,6.7,42343675,Animation
2015,177343675,135000000,6.7,42343675,Comedy
2015,177343675,135000000,6.7,42343675,Family
2015,177343675,135000000,6.7,42343675,Fantasy
2015,177343675,135000000,6.7,42343675,Sci-Fi
2015,14616,12000000,7.5,-11985384,Drama
2015,38317535,11000000,7.5,27317535,Drama
2015,38317535,11000000,7.5,27317535,Romance
2015,33305037,11000000,7.3,22305037,Biography
2015,33305037,11000000,7.3,22305037,Drama
2015,33305037,11000000,7.3,22305037,History
2015,52200504,10000000,6.1,42200504,Fantasy
2015,52200504,10000000,6.1,42200504,Horror
2015,52200504,10000000,6.1,42200504,Thriller
2015,27736779,10000000,5.2,17736779,Horror
2015,27736779,10000000,5.2,17736779,Mystery
2015,27736779,10000000,5.2,17736779,Thriller
2015,33071558,10000000,6.6,23071558,Comedy
2015,33071558,10000000,6.6,23071558,Drama
2015,43771291,5000000,7.1,38771291,Mystery
2015,43771291,5000000,7.1,38771291,Thriller
2015,5348317,10000000,7.1,-4651683,Comedy
2015,5348317,10000000,7.1,-4651683,Drama
2015,5348317,10000000,7.1,-4651683,Music
2015,34017854,8500000,6.5,25517854,Comedy
2015,3442820,8000000,7.3,-4557180,Animation
2015,3442820,8000000,7.3,-4557180,Comedy
2015,3442820,8000000,7.3,-4557180,Drama
2015,3442820,8000000,7.3,-4557180,Romance
2015,17474107,7000000,7.3,10474107,Comedy
2015,17474107,7000000,7.3,10474107,Crime
2015,17474107,7000000,7.3,10474107,Drama
2015,532988,7000000,6.5,-6467012,Biography
2015,532988,7000000,6.5,-6467012,Drama
